# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  3
15  9
20  16
25  1
30  2
35  2
40  44
45  90
50  12
55  2
60  3
65  3
70  3
75  4
80  4
85  4
90  5
95  5
100  6
105  6
110  6
115  6
120  6
125  7
130  7
135  7
140  8
145  8
150  8
155  9
160  9
165  9
170  9
175  10
