# Results for 200 trials
# n   time (msec)
# ---------------
5  3
10  10
15  36
20  18
25  8
30  9
35  11
40  13
45  14
50  18
55  18
60  19
65  21
70  22
75  24
80  26
85  33
90  32
95  36
100  36
105  35
110  36
115  37
120  40
125  41
130  42
135  44
140  46
145  48
150  49
155  51
160  53
165  55
170  56
175  58
