# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  5
15  10
20  2
25  1
30  1
35  1
40  2
45  3
50  3
55  4
60  5
65  6
70  6
75  7
80  8
85  10
90  11
95  12
100  13
105  13
110  15
115  17
120  18
125  20
130  21
135  23
140  25
145  26
150  28
155  29
160  33
165  34
170  37
175  38
