# Results for 200 trials
# n   time (msec)
# ---------------
5  2
10  7
15  11
20  40
25  48
30  46
35  2
40  2
45  2
50  2
55  2
60  3
65  3
70  3
75  4
80  4
85  4
90  5
95  4
100  5
105  6
110  6
115  6
120  6
125  7
130  6
135  7
140  8
145  7
150  7
155  8
160  8
165  8
170  9
175  10
